/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_48_779.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_48_779.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_48_779.jpg, 0, 0, 0, 7.718729E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_48_941.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_48_941.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_48_941.jpg, 0, 0, 0, 7.727913E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_079.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_079.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_079.jpg, 0, 0, 0, 7.760208E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_268.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_268.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_268.jpg, 0, 0, 0, 7.809008E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_427.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_427.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_427.jpg, 0, 0, 0, 7.750021E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_590.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_590.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_590.jpg, 0, 0, 0, 7.961439E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_770.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_770.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_770.jpg, 0, 0, 0, 7.803758E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_49_932.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_49_932.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_49_932.jpg, 0, 0, 0, 7.774504E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_50_088.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_50_088.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_50_088.jpg, 0, 0, 0, 7.833036E-05
/home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/center_2023_11_12_00_16_50_228.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/left_2023_11_12_00_16_50_228.jpg, /home/jaime/Documents/RoboticaMovil/EntregaFInal/DataImage/IMG/right_2023_11_12_00_16_50_228.jpg, 0, 0, 0, 7.8354E-05
